$deprecated$,$cas_replacement$
$177645-67-9$,$25155-30-0$
$178900-97-5$,$25155-30-0$
$189201-38-5$,$25155-30-0$
$254117-47-0$,$25155-30-0$
$295348-93-5$,$25155-30-0$
$312629-70-2$,$25155-30-0$
$352212-18-1$,$25155-30-0$
$863016-65-3$,$25155-30-0$
$863727-58-6$,$25155-30-0$
$906063-68-1$,$25155-30-0$
$941291-66-3$,$25155-30-0$
$950892-60-1$,$25155-30-0$
$1036266-20-2$,$25155-30-0$
$1300-16-9$,$25154-52-3$
$256459-00-4$,$25154-52-3$
$9011-41-0$,$25038-54-4$
$9011-56-7$,$25038-54-4$
$9012-24-2$,$25038-54-4$
$9012-86-6$,$25038-54-4$
$9037-05-2$,$25038-54-4$
$9044-67-1$,$25038-54-4$
$9050-63-9$,$25038-54-4$
$9050-92-4$,$25038-54-4$
$9051-07-4$,$25038-54-4$
$9051-10-9$,$25038-54-4$
$9081-61-2$,$25038-54-4$
$9084-77-9$,$25038-54-4$
$11099-94-8$,$25038-54-4$
$11111-62-9$,$25038-54-4$
$11111-63-0$,$25038-54-4$
$11132-75-5$,$25038-54-4$
$26617-19-6$,$25038-54-4$
$28156-01-6$,$25038-54-4$
$37229-27-9$,$25038-54-4$
$37340-00-4$,$25038-54-4$
$37340-27-5$,$25038-54-4$
$39291-17-3$,$25038-54-4$
$39373-66-5$,$25038-54-4$
$39373-85-8$,$25038-54-4$
$50809-29-5$,$25038-54-4$
$50922-44-6$,$25038-54-4$
$50934-80-0$,$25038-54-4$
$51022-83-4$,$25038-54-4$
$51273-92-8$,$25038-54-4$
$51281-45-9$,$25038-54-4$
$51374-42-6$,$25038-54-4$
$51910-34-0$,$25038-54-4$
$53529-15-0$,$25038-54-4$
$54242-04-5$,$25038-54-4$
$54242-05-6$,$25038-54-4$
$54242-06-7$,$25038-54-4$
$54242-07-8$,$25038-54-4$
$54242-08-9$,$25038-54-4$
$54242-09-0$,$25038-54-4$
$54650-52-1$,$25038-54-4$
$56257-61-5$,$25038-54-4$
$58391-58-5$,$25038-54-4$
$58516-11-3$,$25038-54-4$
$59678-60-3$,$25038-54-4$
$60156-66-3$,$25038-54-4$
$60408-11-9$,$25038-54-4$
$60408-12-0$,$25038-54-4$
$61287-61-4$,$25038-54-4$
$61585-19-1$,$25038-54-4$
$62046-56-4$,$25038-54-4$
$62494-03-5$,$25038-54-4$
$63310-21-4$,$25038-54-4$
$67016-36-8$,$25038-54-4$
$67255-49-6$,$25038-54-4$
$68856-73-5$,$25038-54-4$
$69523-39-3$,$25038-54-4$
$69553-12-4$,$25038-54-4$
$69553-13-5$,$25038-54-4$
$69553-14-6$,$25038-54-4$
$70431-27-5$,$25038-54-4$
$70431-28-6$,$25038-54-4$
$72994-38-8$,$25038-54-4$
$74239-08-0$,$25038-54-4$
$74695-72-0$,$25038-54-4$
$75285-01-7$,$25038-54-4$
$78449-46-4$,$25038-54-4$
$81628-13-9$,$25038-54-4$
$82601-29-4$,$25038-54-4$
$87609-54-9$,$25038-54-4$
$88233-03-8$,$25038-54-4$
$88233-08-3$,$25038-54-4$
$88620-10-4$,$25038-54-4$
$88651-10-9$,$25038-54-4$
$88652-06-6$,$25038-54-4$
$94336-21-7$,$25038-54-4$
$100358-60-9$,$25038-54-4$
$100630-72-6$,$25038-54-4$
$101040-78-2$,$25038-54-4$
$101802-49-7$,$25038-54-4$
$102087-80-9$,$25038-54-4$
$104382-12-9$,$25038-54-4$
$104625-30-1$,$25038-54-4$
$104841-38-5$,$25038-54-4$
$106097-29-4$,$25038-54-4$
$106282-84-2$,$25038-54-4$
$106282-95-5$,$25038-54-4$
$110494-25-2$,$25038-54-4$
$121940-14-5$,$25038-54-4$
$122636-27-5$,$25038-54-4$
$126902-77-0$,$25038-54-4$
$134376-77-5$,$25038-54-4$
$136626-11-4$,$25038-54-4$
$137262-47-6$,$25038-54-4$
$142902-06-5$,$25038-54-4$
$142902-07-6$,$25038-54-4$
$142986-06-9$,$25038-54-4$
$145379-16-4$,$25038-54-4$
$146090-66-6$,$25038-54-4$
$146586-08-5$,$25038-54-4$
$151821-11-3$,$25038-54-4$
$156858-82-1$,$25038-54-4$
$158707-65-4$,$25038-54-4$
$162535-01-5$,$25038-54-4$
$165245-55-6$,$25038-54-4$
$168214-29-7$,$25038-54-4$
$170137-46-9$,$25038-54-4$
$173833-13-1$,$25038-54-4$
$177729-55-4$,$25038-54-4$
$177729-56-5$,$25038-54-4$
$178668-61-6$,$25038-54-4$
$180063-96-1$,$25038-54-4$
$183076-03-1$,$25038-54-4$
$183868-90-8$,$25038-54-4$
$187758-45-8$,$25038-54-4$
$194554-38-6$,$25038-54-4$
$202075-85-2$,$25038-54-4$
$206010-23-3$,$25038-54-4$
$211565-20-7$,$25038-54-4$
$212134-17-3$,$25038-54-4$
$253199-32-5$,$25038-54-4$
$275800-61-8$,$25038-54-4$
$296244-12-7$,$25038-54-4$
$309270-08-4$,$25038-54-4$
$327023-31-4$,$25038-54-4$
$391604-54-9$,$25038-54-4$
$471277-86-8$,$25038-54-4$
$471277-87-9$,$25038-54-4$
$557103-86-3$,$25038-54-4$
$565470-27-1$,$25038-54-4$
$634612-36-5$,$25038-54-4$
$666215-81-2$,$25038-54-4$
$666215-82-3$,$25038-54-4$
$675840-08-1$,$25038-54-4$
$798555-28-9$,$25038-54-4$
$847986-86-1$,$25038-54-4$
$862202-13-9$,$25038-54-4$
$936620-20-1$,$25038-54-4$
$936620-22-3$,$25038-54-4$
$1015235-34-3$,$25038-54-4$
$1174667-43-6$,$25038-54-4$
$1254705-03-7$,$25038-54-4$
$1331959-97-7$,$25038-54-4$
$1375469-29-6$,$25038-54-4$
$1375471-33-2$,$25038-54-4$
$1426142-45-1$,$25038-54-4$
$1644622-89-8$,$25038-54-4$
$1648784-02-4$,$25038-54-4$
$1809738-72-4$,$25038-54-4$
$1894994-21-8$,$25038-54-4$
$2041236-31-9$,$25038-54-4$
$2162918-78-5$,$25038-54-4$
$2206724-39-0$,$25038-54-4$
$2246416-48-6$,$25038-54-4$
$115469-15-3$,$23783-26-8$
$153733-51-8$,$23783-26-8$
$1310535-23-9$,$308075-07-2$
$2112817-32-8$,$308075-07-2$
$2112817-36-2$,$308075-07-2$
$58615-70-6$,$51198-15-3$
$39470-70-7$,$39421-75-5$
$114680-41-0$,$39421-75-5$
$182636-14-2$,$39421-75-5$
$1203801-95-9$,$39421-75-5$
$1671068-39-5$,$39421-75-5$
$110687-44-0$,$39290-78-3$
$66251-69-2$,$37350-42-8$
$2135824-88-1$,$37350-42-8$
$2173005-76-8$,$37350-42-8$
$55976-25-5$,$32685-03-3$
$90735-67-4$,$32685-03-3$
$28757-48-4$,$32289-58-0$
$50641-36-6$,$32289-58-0$
$70170-61-5$,$32289-58-0$
$91403-50-8$,$32289-58-0$
$132071-71-7$,$32289-58-0$
$235765-81-8$,$32289-58-0$
$9062-89-9$,$31017-83-1$
$9076-12-4$,$31017-83-1$
$50815-52-6$,$31017-83-1$
$53663-62-0$,$31017-83-1$
$54991-82-1$,$31017-83-1$
$58034-00-7$,$31017-83-1$
$60283-30-9$,$31017-83-1$
$71851-03-1$,$31017-83-1$
$75797-84-1$,$31017-83-1$
$82391-97-7$,$31017-83-1$
$85875-40-7$,$31017-83-1$
$132909-79-6$,$31017-83-1$
$145445-96-1$,$31017-83-1$
$161743-40-4$,$31017-83-1$
$167164-48-9$,$31017-83-1$
$704893-38-9$,$31017-83-1$
$1365658-75-8$,$31017-83-1$
$128824-29-3$,$30965-85-6$
$36495-80-4$,$29387-86-8$
$39332-54-2$,$29387-86-8$
$114663-40-0$,$29387-86-8$
$250345-46-1$,$29387-86-8$
$1146633-40-0$,$29387-86-8$
$128964-00-1$,$28208-80-2$
$148709-36-8$,$28208-80-2$
$158885-84-8$,$28208-80-2$
$179094-95-2$,$28208-80-2$
$219752-92-8$,$28208-80-2$
$1309858-61-4$,$28208-80-2$
$1417901-17-7$,$28208-80-2$
$35152-74-0$,$10468-95-8$
$8035-01-6$,$61790-33-8$
$8035-04-9$,$61790-33-8$
$12797-71-6$,$61790-33-8$
$60880-83-3$,$61790-33-8$
$66455-22-9$,$61790-33-8$
$89190-94-3$,$61790-33-8$
$1454651-17-2$,$61790-33-8$
$39319-90-9$,$61789-76-2$
$58392-20-4$,$61789-76-2$
$8043-48-9$,$61789-71-7$
$56573-46-7$,$61789-71-7$
$102381-25-9$,$61789-71-7$
$152618-11-6$,$61789-71-7$
$159704-21-9$,$61789-71-7$
$1082816-13-4$,$61789-71-7$
$68956-77-4$,$61789-68-2$
$8028-19-1$,$61789-18-2$
$8029-24-1$,$61789-18-2$
$37334-78-4$,$61789-18-2$
$500876-31-3$,$61789-18-2$
$39363-67-2$,$61788-90-7$
$58968-94-8$,$61788-90-7$
$321723-48-2$,$61788-90-7$
$1890990-89-2$,$61788-90-7$
$2249980-44-5$,$61788-90-7$
$88650-60-6$,$61788-78-1$
$1258874-74-6$,$61788-78-1$
$56573-45-6$,$61788-62-3$
$61036-66-6$,$61788-62-3$
$8034-99-9$,$61788-46-3$
$8035-00-5$,$61788-46-3$
$37334-76-2$,$61788-46-3$
$39281-05-5$,$61788-46-3$
$39444-39-8$,$61788-46-3$
$174593-28-3$,$61788-46-3$
$745822-74-6$,$61788-46-3$
$1454651-18-3$,$61788-46-3$
$62181-04-8$,$57029-46-6$
$64852-26-2$,$57029-46-6$
$66629-97-8$,$57029-46-6$
$68778-28-9$,$57029-46-6$
$71299-08-6$,$57029-46-6$
$83784-69-4$,$57029-46-6$
$83804-95-9$,$57029-46-6$
$124262-25-5$,$57029-46-6$
$129021-92-7$,$57029-46-6$
$129296-03-3$,$57029-46-6$
$159582-03-3$,$57029-46-6$
$170232-46-9$,$57029-46-6$
$194500-45-3$,$57029-46-6$
$202393-63-3$,$57029-46-6$
$379670-25-4$,$57029-46-6$
$379693-05-7$,$57029-46-6$
$497953-05-6$,$57029-46-6$
$847567-76-4$,$57029-46-6$
$891718-05-1$,$57029-46-6$
$891862-88-7$,$57029-46-6$
$947329-24-0$,$57029-46-6$
$1394115-11-7$,$57029-46-6$
$1416701-94-4$,$57029-46-6$
$1965312-86-0$,$57029-46-6$
$56449-48-0$,$56449-46-8$
$148948-25-8$,$54076-97-0$
$37320-77-7$,$53320-86-8$
$37320-78-8$,$53320-86-8$
$54747-74-9$,$53320-86-8$
$56592-17-7$,$53320-86-8$
$59764-40-8$,$53320-86-8$
$61090-20-8$,$53320-86-8$
$37211-15-7$,$52624-57-4$
$37260-72-3$,$52624-57-4$
$51109-77-4$,$52624-57-4$
$51248-49-8$,$52624-57-4$
$52276-84-3$,$52624-57-4$
$53240-97-4$,$52624-57-4$
$55962-59-9$,$52624-57-4$
$56590-79-5$,$52624-57-4$
$56590-80-8$,$52624-57-4$
$60098-68-2$,$52624-57-4$
$63363-72-4$,$52624-57-4$
$73612-68-7$,$52624-57-4$
$156986-07-1$,$52624-57-4$
$627894-91-1$,$52624-57-4$
$12414-16-3$,$64476-38-6$
$12424-23-6$,$64476-38-6$
$12511-51-2$,$64476-38-6$
$39457-63-1$,$64475-85-0$
$63090-48-2$,$64475-85-0$
$116010-32-3$,$64475-85-0$
$159704-24-2$,$64475-85-0$
$1313885-07-2$,$64366-70-7$
$1338074-03-5$,$64366-70-7$
$75433-61-3$,$64265-57-2$
$77907-12-1$,$64265-57-2$
$125005-58-5$,$64265-57-2$
$128513-82-6$,$64265-57-2$
$344931-22-2$,$64265-57-2$
$1229579-56-9$,$64265-57-2$
$1257301-76-0$,$64265-57-2$
$1350292-22-6$,$64265-57-2$
$1957175-20-0$,$64265-57-2$
$1319-21-7$,$63800-37-3$
$12639-43-9$,$63800-37-3$
$15501-74-3$,$63800-37-3$
$18307-23-8$,$63800-37-3$
$53664-61-2$,$63800-37-3$
$61045-54-3$,$63800-37-3$
$61180-58-3$,$63800-37-3$
$64418-10-6$,$63800-37-3$
$69423-69-4$,$63800-37-3$
$83271-15-2$,$63800-37-3$
$479683-52-8$,$63800-37-3$
$9062-41-3$,$63148-52-7$
$9084-72-4$,$63148-52-7$
$37281-07-5$,$63148-52-7$
$2135712-19-3$,$63148-52-7$
$11103-79-0$,$61791-63-7$
$68155-41-9$,$61791-63-7$
$68858-75-3$,$61791-63-7$
$8051-46-5$,$61791-29-5$
$8051-92-1$,$61791-29-5$
$39287-84-8$,$61791-29-5$
$68921-12-0$,$61791-29-5$
$1459222-46-8$,$61791-29-5$
$8051-57-8$,$61791-26-2$
$8051-58-9$,$61791-26-2$
$8051-59-0$,$61791-26-2$
$55608-16-7$,$61791-26-2$
$55608-17-8$,$61791-26-2$
$55608-18-9$,$61791-26-2$
$58392-21-5$,$61791-26-2$
$63091-06-5$,$61791-26-2$
$63705-00-0$,$61791-26-2$
$65099-75-4$,$61791-26-2$
$66456-78-8$,$61791-26-2$
$68551-36-0$,$61791-26-2$
$71950-59-9$,$61791-26-2$
$79748-21-3$,$61791-26-2$
$88747-42-6$,$61791-26-2$
$95751-70-5$,$61791-26-2$
$109223-82-7$,$61791-26-2$
$139465-52-4$,$61791-26-2$
$140608-56-6$,$61791-26-2$
$211236-23-6$,$61791-26-2$
$284043-71-6$,$61791-26-2$
$320376-56-5$,$61791-26-2$
$502849-71-0$,$61791-26-2$
$1129705-27-6$,$61791-26-2$
$1261038-35-0$,$61791-26-2$
$1261038-37-2$,$61791-26-2$
$1276693-55-0$,$61791-26-2$
$1807774-00-0$,$61791-26-2$
$1857375-23-5$,$61791-26-2$
$1931919-77-5$,$61791-26-2$
$2170202-83-0$,$61791-26-2$
$8035-98-1$,$61791-12-6$
$8047-16-3$,$61791-12-6$
$8051-35-2$,$61791-12-6$
$8051-83-0$,$61791-12-6$
$8051-90-9$,$61791-12-6$
$9038-23-7$,$61791-12-6$
$53571-36-1$,$61791-12-6$
$56257-95-5$,$61791-12-6$
$57572-22-2$,$61791-12-6$
$58076-69-0$,$61791-12-6$
$58968-70-0$,$61791-12-6$
$58985-57-2$,$61791-12-6$
$60364-31-0$,$61791-12-6$
$60649-23-2$,$61791-12-6$
$60746-65-8$,$61791-12-6$
$65862-71-7$,$61791-12-6$
$71123-59-6$,$61791-12-6$
$107853-28-1$,$61791-12-6$
$193363-08-5$,$61791-12-6$
$286015-78-9$,$61791-12-6$
$287181-21-9$,$61791-12-6$
$339268-85-8$,$61791-12-6$
$439806-92-5$,$61791-12-6$
$921590-10-5$,$61791-12-6$
$1309581-05-2$,$61791-12-6$
$1384935-33-4$,$61791-12-6$
$2091900-74-0$,$61791-12-6$
$11120-83-5$,$61791-10-4$
$58449-53-9$,$61791-10-4$
$64706-28-1$,$61791-10-4$
$68188-02-3$,$61791-10-4$
$68440-52-8$,$61791-10-4$
$8051-40-9$,$61790-85-0$
$37208-32-5$,$61790-85-0$
$37208-33-6$,$61790-85-0$
$54328-14-2$,$61790-85-0$
$68425-55-8$,$61790-85-0$
$1276692-28-4$,$61790-85-0$
$8034-95-5$,$61790-60-1$
$8034-96-6$,$61790-60-1$
$8035-84-5$,$61790-60-1$
$8035-85-6$,$61790-60-1$
$11138-04-8$,$61790-60-1$
$8034-97-7$,$61790-59-8$
$8034-98-8$,$61790-59-8$
$8035-82-3$,$61790-59-8$
$8035-83-4$,$61790-59-8$
$55599-78-5$,$61790-59-8$
$67774-70-3$,$61790-50-9$
$68153-40-2$,$61790-50-9$
$68153-43-5$,$61790-50-9$
$68648-58-8$,$61790-50-9$
$103470-19-5$,$61790-50-9$
$1336-90-9$,$63-42-3$
$35396-14-6$,$63-42-3$
$36570-80-6$,$63-42-3$
$73824-63-2$,$63-42-3$
$89466-76-2$,$63-42-3$
$200734-90-3$,$63-42-3$
$396716-09-9$,$63-42-3$
$1065027-17-9$,$63-42-3$
$11118-15-3$,$67254-71-1$
$60351-46-4$,$67254-71-1$
$62112-26-9$,$67254-71-1$
$54066-13-6$,$66455-14-9$
$57534-32-4$,$66455-14-9$
$68954-93-8$,$66455-14-9$
$70694-96-1$,$66455-14-9$
$191744-22-6$,$66455-14-9$
$225375-39-3$,$66455-14-9$
$227612-65-9$,$66455-14-9$
$306295-38-5$,$66455-14-9$
$600156-37-4$,$66455-14-9$
$890898-21-2$,$66455-14-9$
$910567-84-9$,$66455-14-9$
$172521-01-6$,$65997-12-8$
$176742-07-7$,$65997-12-8$
$371113-28-9$,$65997-12-8$
$8052-05-9$,$65071-95-6$
$62031-60-1$,$65071-95-6$
$75035-25-5$,$65071-95-6$
$8031-38-7$,$64742-89-8$
$8031-39-8$,$64742-89-8$
$101631-16-7$,$64742-46-7$
$101794-98-3$,$64742-46-7$
$910133-05-0$,$68308-35-0$
$57916-97-9$,$68213-23-0$
$96023-99-3$,$68213-23-0$
$115426-34-1$,$68213-23-0$
$159814-07-0$,$68213-23-0$
$2073036-46-9$,$68155-37-3$
$59763-25-6$,$68155-09-9$
$70775-87-0$,$68155-09-9$
$130124-27-5$,$68155-09-9$
$167679-17-6$,$68155-09-9$
$1385042-00-1$,$68155-09-9$
$68911-64-8$,$68140-01-2$
$85631-19-2$,$68140-01-2$
$1381933-35-2$,$68140-01-2$
$37231-61-1$,$68131-73-7$
$68551-30-4$,$68131-73-7$
$9083-40-3$,$68131-39-5$
$12680-17-0$,$68131-39-5$
$37211-47-5$,$68131-39-5$
$39289-06-0$,$68131-39-5$
$52504-14-0$,$68131-39-5$
$52504-15-1$,$68131-39-5$
$53239-78-4$,$68131-39-5$
$56274-30-7$,$68131-39-5$
$59217-36-6$,$68131-39-5$
$59217-37-7$,$68131-39-5$
$60098-73-9$,$68131-39-5$
$60120-79-8$,$68131-39-5$
$66455-12-7$,$68131-39-5$
$68511-57-9$,$68131-39-5$
$68908-63-4$,$68131-39-5$
$76090-65-8$,$68131-39-5$
$113285-15-7$,$68131-39-5$
$118997-72-1$,$68131-39-5$
$147826-40-2$,$68131-39-5$
$155421-87-7$,$68131-39-5$
$164715-41-7$,$68131-39-5$
$196623-73-1$,$68131-39-5$
$206565-96-0$,$68131-39-5$
$68585-35-3$,$68130-47-2$
$68139-31-1$,$68071-95-4$
$68188-08-9$,$68071-95-4$
$68953-62-8$,$68071-95-4$
$307314-58-5$,$68071-95-4$
$864467-27-6$,$68071-95-4$
$1000069-47-5$,$68071-95-4$
$2025376-56-9$,$68071-95-4$
$68585-33-1$,$68037-05-8$
$101802-11-3$,$68002-96-0$
$1151810-52-4$,$67784-80-9$
$953049-62-2$,$67762-38-3$
$68990-90-9$,$68442-97-7$
$8049-57-8$,$68439-49-6$
$12656-10-9$,$68439-49-6$
$12772-71-3$,$68439-49-6$
$12790-63-5$,$68439-49-6$
$37337-62-5$,$68439-49-6$
$39384-37-7$,$68439-49-6$
$39384-38-8$,$68439-49-6$
$39404-34-7$,$68439-49-6$
$39404-35-8$,$68439-49-6$
$51877-40-8$,$68439-49-6$
$52732-71-5$,$68439-49-6$
$54578-85-7$,$68439-49-6$
$54824-28-1$,$68439-49-6$
$55464-98-7$,$68439-49-6$
$59494-36-9$,$68439-49-6$
$60328-40-7$,$68439-49-6$
$62887-14-3$,$68439-49-6$
$62887-15-4$,$68439-49-6$
$62887-16-5$,$68439-49-6$
$62887-17-6$,$68439-49-6$
$64060-02-2$,$68439-49-6$
$64296-31-7$,$68439-49-6$
$64425-87-2$,$68439-49-6$
$68188-13-6$,$68439-49-6$
$85941-45-3$,$68439-49-6$
$102381-15-7$,$68439-49-6$
$251474-93-8$,$68439-49-6$
$306966-46-1$,$68439-49-6$
$307965-48-6$,$68439-49-6$
$678155-06-1$,$68439-49-6$
$917245-08-0$,$68439-49-6$
$1009306-51-7$,$68439-49-6$
$1243361-00-3$,$68439-49-6$
$1393444-24-0$,$68439-49-6$
$2249967-57-3$,$68439-49-6$
$67784-89-8$,$68425-47-8$
$53095-44-6$,$68424-94-2$
$56833-18-2$,$68424-94-2$
$62132-40-5$,$68424-94-2$
$77640-81-4$,$68424-94-2$
$101963-15-9$,$68424-94-2$
$460061-71-6$,$68424-94-2$
$68584-28-1$,$68411-32-5$
$68610-48-0$,$68391-11-7$
$68610-49-1$,$68391-11-7$
$375822-21-2$,$68309-95-5$
$1810072-89-9$,$68309-95-5$
$68909-66-0$,$68891-38-3$
$59763-26-7$,$68647-77-8$
$68514-78-3$,$68608-15-1$
$121854-76-0$,$68551-13-3$
$170780-07-1$,$68551-13-3$
$177256-58-5$,$68551-13-3$
$202756-67-0$,$68551-13-3$
$202756-68-1$,$68551-13-3$
$308081-43-8$,$70592-80-2$
$60584-98-7$,$70559-25-0$
$82197-82-8$,$70559-25-0$
$87089-95-0$,$70559-25-0$
$107853-31-6$,$70559-25-0$
$118529-71-8$,$70559-25-0$
$123428-47-7$,$70559-25-0$
$124406-80-0$,$70559-25-0$
$128669-32-9$,$70559-25-0$
$176451-31-3$,$70559-25-0$
$186152-61-4$,$70559-25-0$
$206132-90-3$,$70559-25-0$
$354578-72-6$,$70559-25-0$
$663215-08-5$,$70559-25-0$
$701212-51-3$,$70559-25-0$
$701212-52-4$,$70559-25-0$
$777081-38-6$,$70559-25-0$
$952584-12-2$,$70559-25-0$
$952584-34-8$,$70559-25-0$
$953795-43-2$,$70559-25-0$
$956117-42-3$,$70559-25-0$
$1056020-60-0$,$70559-25-0$
$1198161-97-5$,$70559-25-0$
$1330663-80-3$,$70559-25-0$
$1588949-44-3$,$70559-25-0$
$1588986-43-9$,$70559-25-0$
$1988793-96-9$,$70559-25-0$
$2009277-70-5$,$70559-25-0$
$1255314-82-9$,$69227-22-1$
$37331-14-9$,$69227-21-0$
$71965-38-3$,$68937-55-3$
$441052-10-4$,$68937-55-3$
$1337-77-5$,$8031-18-3$
$12198-04-8$,$8031-18-3$
$228422-51-3$,$8031-18-3$
$25852-84-0$,$8017-16-1$
$27359-92-8$,$8017-16-1$
$29543-77-9$,$8017-16-1$
$29543-78-0$,$8017-16-1$
$29543-79-1$,$8017-16-1$
$29543-80-4$,$8017-16-1$
$29543-81-5$,$8017-16-1$
$29543-82-6$,$8017-16-1$
$29543-83-7$,$8017-16-1$
$29725-17-5$,$8017-16-1$
$72007-34-2$,$8017-16-1$
$55465-93-5$,$8008-20-6$
$63241-54-3$,$8008-20-6$
$111941-10-7$,$8008-20-6$
$8032-00-6$,$8002-26-4$
$62046-51-9$,$8002-26-4$
$89958-02-1$,$8002-13-9$
$8011-91-4$,$8001-54-5$
$8036-90-6$,$8001-54-5$
$8039-63-2$,$8001-54-5$
$8045-21-4$,$8001-54-5$
$12741-06-9$,$8001-54-5$
$39434-18-9$,$8001-54-5$
$59890-14-1$,$8001-54-5$
$75635-12-0$,$8001-54-5$
$115003-70-8$,$8001-54-5$
$8038-07-1$,$8001-31-8$
$8038-08-2$,$8001-31-8$
$84961-48-8$,$8001-31-8$
$890903-75-0$,$8001-31-8$
$68153-78-6$,$8001-26-1$
$68512-93-6$,$8001-26-1$
$90028-77-6$,$8001-26-1$
$8030-22-6$,$8001-22-7$
$84776-91-0$,$8001-22-7$
$152059-96-6$,$8001-22-7$
$358980-39-9$,$8001-22-7$
$10101-84-5$,$7758-16-9$
$12178-83-5$,$7705-08-0$
$130622-20-7$,$7705-08-0$
$774583-10-7$,$7705-08-0$
$41630-01-7$,$7446-70-0$
$125690-94-0$,$7446-70-0$
$195436-38-5$,$7446-70-0$
$255839-01-1$,$7446-70-0$
$1161430-81-4$,$7446-70-0$
$1332483-60-9$,$7446-70-0$
$1818401-35-2$,$7446-70-0$
$5990-07-8$,$87246-72-8$
$135897-50-6$,$87246-72-8$
$202074-04-2$,$87246-72-8$
$66988-15-6$,$85566-12-7$
$84604-00-2$,$84012-43-1$
$26499-21-8$,$9049-71-2$
$29192-34-5$,$9049-71-2$
$33409-60-8$,$9049-71-2$
$37189-48-3$,$9049-71-2$
$37341-94-9$,$9049-71-2$
$39283-30-2$,$9049-71-2$
$39393-13-0$,$9049-71-2$
$53789-34-7$,$9049-71-2$
$61969-60-6$,$9049-71-2$
$63345-90-4$,$9049-71-2$
$64083-33-6$,$9049-71-2$
$75139-18-3$,$9049-71-2$
$103513-11-7$,$9049-71-2$
$135211-03-9$,$9049-71-2$
$166091-23-2$,$9049-71-2$
$167545-55-3$,$9049-71-2$
$208852-18-0$,$9049-71-2$
$287473-99-8$,$9049-71-2$
$1259552-55-0$,$9049-71-2$
$157090-22-7$,$9035-69-2$
$207004-55-5$,$9035-69-2$
$248587-59-9$,$9035-69-2$
$1260070-02-7$,$9035-69-2$
$9037-58-5$,$9032-92-2$
$37282-11-4$,$9016-88-0$
$39468-07-0$,$9016-88-0$
$73612-93-8$,$9016-88-0$
$82030-88-4$,$9016-88-0$
$9037-40-5$,$9012-54-8$
$143296-48-4$,$9012-54-8$
$145172-25-4$,$9012-54-8$
$149718-64-9$,$9012-54-8$
$152443-09-9$,$9012-54-8$
$160995-61-9$,$9012-54-8$
$179530-34-8$,$9012-54-8$
$214975-89-0$,$9012-54-8$
$881098-86-8$,$9012-54-8$
$2242562-77-0$,$9012-54-8$
$1133042-33-7$,$9006-65-9$
$1903778-83-5$,$9006-65-9$
$2056106-62-6$,$9006-65-9$
$2095814-32-5$,$9006-65-9$
$2098353-89-8$,$9006-65-9$
$1340-82-5$,$9005-67-8$
$9011-31-8$,$9005-67-8$
$9015-59-2$,$9005-67-8$
$9087-92-7$,$9005-67-8$
$64696-12-4$,$9005-67-8$
$69431-67-0$,$9005-67-8$
$91727-27-4$,$9005-67-8$
$93906-96-8$,$9005-67-8$
$127313-74-0$,$9005-67-8$
$136032-14-9$,$9005-67-8$
$141704-73-6$,$9005-67-8$
$180473-24-9$,$9005-67-8$
$902145-49-7$,$9005-67-8$
$1014699-55-8$,$9005-67-8$
$1129451-61-1$,$9005-67-8$
$1176304-49-6$,$9005-67-8$
$1196790-24-5$,$9005-67-8$
$1241391-69-4$,$9005-67-8$
$9076-24-8$,$9004-64-2$
$65742-73-6$,$9004-64-2$
$78214-41-2$,$9004-64-2$
$150873-09-9$,$9004-64-2$
$173523-78-9$,$9004-64-2$
$192006-47-6$,$9004-64-2$
$193561-69-2$,$9004-64-2$
$210920-15-3$,$9004-64-2$
$686343-47-5$,$9004-64-2$
$927888-04-8$,$9004-64-2$
$936102-79-3$,$9004-64-2$
$1374408-53-3$,$9004-64-2$
$1431958-25-6$,$9004-64-2$
$1610923-54-0$,$9004-64-2$
$2169285-63-4$,$9004-64-2$
$9012-19-5$,$9004-34-6$
$9037-50-7$,$9004-34-6$
$9076-30-6$,$9004-34-6$
$12656-52-9$,$9004-34-6$
$39394-43-9$,$9004-34-6$
$51395-76-7$,$9004-34-6$
$58968-67-5$,$9004-34-6$
$61991-21-7$,$9004-34-6$
$61991-22-8$,$9004-34-6$
$67016-75-5$,$9004-34-6$
$67016-76-6$,$9004-34-6$
$68073-05-2$,$9004-34-6$
$70225-79-5$,$9004-34-6$
$74623-16-8$,$9004-34-6$
$75398-83-3$,$9004-34-6$
$77907-70-1$,$9004-34-6$
$84503-75-3$,$9004-34-6$
$89468-66-6$,$9004-34-6$
$99331-82-5$,$9004-34-6$
$137261-76-8$,$9004-34-6$
$152231-69-1$,$9004-34-6$
$189398-86-5$,$9004-34-6$
$209533-95-9$,$9004-34-6$
$231290-83-8$,$9004-34-6$
$324745-49-5$,$9004-34-6$
$358787-62-9$,$9004-34-6$
$906542-14-1$,$9004-34-6$
$1161712-52-2$,$9004-34-6$
$1374408-52-2$,$9004-34-6$
$1621420-37-8$,$9004-34-6$
$1873279-80-1$,$9004-34-6$
$2095812-59-0$,$9004-34-6$
$2243384-02-1$,$9004-34-6$
$2243384-04-3$,$9004-34-6$
$1334-72-1$,$9002-92-0$
$1341-05-5$,$9002-92-0$
$6540-99-4$,$9002-92-0$
$8027-11-0$,$9002-92-0$
